ts,heatpump_cop_gs,heatpump_cop_as,pv_availability_factor,wind_availability_factor
4287,6.85,4.08,0.471,0.407
4288,6.85,4.07,0.32,0.411
4289,6.66,3.98,0.154,0.405
4290,6.67,3.99,0.035,0.343
4291,6.67,3.99,0.006,0.331
4292,6.67,4,0,0.315
4293,6.67,3.99,0,0.248
4294,6.66,3.98,0,0.177
4295,6.05,3.68,0,0.121
4296,6.04,3.66,0,0.064
4297,6.06,3.68,0,0.019
4298,6.05,3.68,0,0.009
4299,6.08,3.7,0,0.031
4300,6.09,3.71,0.013,0.055
4301,6.42,3.85,0.037,0.037
4302,6.41,3.84,0.18,0.005
4303,6.41,3.84,0.351,0.005
4304,6.41,3.84,0.501,0.006
4305,6.4,3.83,0.612,0.006
4306,6.4,3.83,0.682,0.004
4307,6.96,4.15,0.716,0.004
4308,6.96,4.15,0.711,0.009
4309,6.95,4.13,0.667,0.013
4310,6.95,4.13,0.586,0.014
4311,6.95,4.13,0.468,0.013
4312,6.95,4.13,0.317,0.01
4313,6.74,4,0.153,0.006
4314,6.75,4.01,0.034,0.002
4315,6.75,4.01,0.006,0.002
4316,6.76,4.02,0,0.01
4317,6.75,4.01,0,0.04
4318,6.74,4,0,0.087
4319,6.45,3.84,0,0.146
4320,6.43,3.83,0,0.212
4321,6.44,3.84,0,0.245
4322,6.44,3.84,0,0.21
4323,6.47,3.86,0,0.154
4324,6.48,3.88,0.012,0.152
4325,6.59,3.93,0.038,0.168
4326,6.58,3.93,0.176,0.131
4327,6.58,3.92,0.342,0.347
4328,6.58,3.92,0.487,0.529
4329,6.58,3.92,0.595,0.604
4330,6.57,3.91,0.664,0.62
4331,7.07,4.23,0.693,0.607
4332,7.07,4.23,0.686,0.582
4333,7.07,4.23,0.644,0.54
4334,7.07,4.23,0.566,0.494
4335,7.07,4.23,0.452,0.453
4336,7.07,4.22,0.307,0.43
4337,7,4.17,0.149,0.392
4338,7,4.18,0.033,0.422
4339,7,4.18,0.006,0.593
4340,7,4.18,0,0.668
4341,7,4.18,0,0.622
4342,7,4.17,0,0.539
4343,6.29,3.81,0,0.466
4344,6.29,3.81,0,0.41
4345,6.28,3.8,0,0.358
4346,6.29,3.81,0,0.284
4347,6.29,3.82,0,0.207
4348,6.29,3.81,0.011,0.177
4349,6.67,3.97,0.06,0.147
4350,6.67,3.97,0.156,0.049
4351,6.67,3.97,0.237,0.01
4352,6.67,3.98,0.3,0.008
4353,6.67,3.97,0.466,0.018
4354,6.67,3.96,0.579,0.025
4355,7.26,4.46,0.594,0.029
4356,7.26,4.46,0.587,0.039
4357,7.26,4.47,0.531,0.054
4358,7.26,4.46,0.396,0.081
4359,7.26,4.47,0.244,0.127
4360,7.26,4.46,0.137,0.179
4361,7.18,4.4,0.069,0.201
4362,7.18,4.4,0.021,0.233
4363,7.18,4.4,0,0.292
4364,7.18,4.4,0,0.315
4365,7.18,4.4,0,0.329
4366,7.18,4.4,0,0.382
4367,6.58,3.91,0,0.388
4368,6.58,3.91,0,0.335
4369,6.57,3.9,0,0.28
4370,6.59,3.93,0,0.253
4371,6.6,3.93,0,0.227
4372,6.59,3.93,0.009,0.203
4373,6.95,4.14,0.059,0.135
4374,6.95,4.14,0.144,0.148
4375,6.95,4.14,0.226,0.212
4376,6.95,4.15,0.259,0.398
4377,6.95,4.13,0.253,0.51
4378,6.95,4.12,0.306,0.459
4379,7.45,4.5,0.436,0.386
4380,7.45,4.5,0.513,0.374
4381,7.45,4.5,0.511,0.379
4382,7.45,4.49,0.479,0.358
4383,7.45,4.5,0.394,0.328
4384,7.45,4.49,0.272,0.279
4385,7.26,4.37,0.144,0.213
4386,7.26,4.38,0.051,0.134
4387,7.26,4.38,0.004,0.086
4388,7.26,4.38,0,0.07
4389,7.26,4.39,0,0.078
4390,7.26,4.39,0,0.105
4391,6.79,4,0,0.201
4392,6.79,4,0,0.341
4393,6.79,3.99,0,0.379
4394,6.79,4,0,0.362
4395,6.8,4.01,0,0.349
4396,6.8,4.02,0.012,0.312
4397,7.02,4.14,0.041,0.217
4398,7.02,4.14,0.178,0.311
4399,7.02,4.13,0.349,0.234
4400,7.02,4.14,0.497,0.158
4401,7.02,4.14,0.609,0.121
4402,7.02,4.13,0.68,0.104
4403,7.44,4.37,0.712,0.103
4404,7.44,4.37,0.705,0.113
4405,7.44,4.37,0.657,0.128
4406,7.44,4.36,0.57,0.142
4407,7.44,4.37,0.438,0.15
4408,7.44,4.36,0.29,0.151
4409,7.16,4.19,0.139,0.155
4410,7.16,4.19,0.045,0.179
4411,7.16,4.2,0.004,0.261
4412,7.16,4.2,0,0.332
4413,7.16,4.21,0,0.344
4414,7.16,4.21,0,0.322
4415,6.87,4.04,0,0.274
4416,6.87,4.04,0,0.225
4417,6.86,4.03,0,0.204
4418,6.87,4.05,0,0.196
4419,6.87,4.06,0,0.192
4420,6.87,4.07,0.012,0.172
4421,6.99,4.12,0.055,0.086
4422,6.99,4.12,0.153,0.053
4423,6.99,4.11,0.278,0.07
4424,6.99,4.12,0.414,0.047
4425,6.99,4.12,0.535,0.033
4426,6.99,4.11,0.647,0.025
4427,7.35,4.42,0.718,0.02
4428,7.35,4.42,0.716,0.02
4429,7.35,4.42,0.671,0.021
4430,7.35,4.41,0.589,0.024
4431,7.35,4.41,0.47,0.025
4432,7.35,4.41,0.319,0.02
4433,7.21,4.3,0.155,0.011
4434,7.21,4.3,0.036,0.006
4435,7.21,4.31,0.005,0.038
4436,7.21,4.31,0,0.11
4437,7.21,4.31,0,0.203
4438,7.21,4.31,0,0.278
4439,6.97,4.08,0,0.279
4440,6.97,4.09,0,0.246
4441,6.97,4.08,0,0.216
4442,6.97,4.1,0,0.22
4443,6.97,4.12,0,0.27
4444,6.97,4.12,0.011,0.328
4445,7.09,4.19,0.052,0.254
4446,7.09,4.19,0.143,0.144
4447,7.09,4.18,0.207,0.203
4448,7.09,4.19,0.357,0.432
4449,7.09,4.19,0.49,0.53
4450,7.09,4.18,0.562,0.528
4451,7.33,4.4,0.628,0.525
4452,7.33,4.4,0.648,0.538
4453,7.33,4.4,0.62,0.56
4454,7.33,4.4,0.532,0.591
4455,7.33,4.4,0.424,0.627
4456,7.33,4.39,0.291,0.645
4457,7.18,4.3,0.15,0.626
4458,7.18,4.3,0.041,0.494
4459,7.18,4.3,0.005,0.356
4460,7.18,4.3,0,0.31
4461,7.18,4.31,0,0.305
4462,7.18,4.31,0,0.324
4463,6.97,4.1,0,0.329
4464,6.98,4.11,0,0.311
4465,6.98,4.15,0,0.27
4466,6.98,4.13,0,0.224
4467,6.98,4.15,0,0.183
4468,6.98,4.16,0.01,0.145
4469,7.03,4.19,0.05,0.085
4470,7.03,4.19,0.157,0.05
4471,7.03,4.21,0.301,0.077
4472,7.03,4.21,0.464,0.118
4473,7.03,4.19,0.591,0.159
4474,7.03,4.2,0.659,0.205
4475,7.33,4.53,0.692,0.251
4476,7.33,4.53,0.687,0.311
4477,7.33,4.52,0.645,0.367
4478,7.33,4.51,0.568,0.413
4479,7.33,4.52,0.453,0.45
4480,7.33,4.53,0.308,0.457
4481,7.21,4.41,0.149,0.433
4482,7.21,4.42,0.038,0.364
4483,7.21,4.43,0.005,0.392
4484,7.21,4.42,0,0.506
4485,7.21,4.43,0,0.54
4486,7.21,4.43,0,0.525
4487,6.92,4.11,0,0.586
4488,6.91,4.09,0,0.621
4489,6.92,4.1,0,0.572
4490,6.91,4.1,0,0.525
4491,6.92,4.11,0,0.559
4492,6.93,4.14,0.004,0.565
4493,7.06,4.23,0.046,0.459
4494,7.06,4.22,0.133,0.458
4495,7.06,4.21,0.233,0.538
4496,7.06,4.23,0.264,0.552
4497,7.06,4.22,0.272,0.536
4498,7.06,4.22,0.317,0.516
4499,7.4,4.54,0.364,0.513
4500,7.4,4.53,0.485,0.536
4501,7.4,4.53,0.498,0.571
4502,7.4,4.53,0.418,0.587
4503,7.4,4.53,0.239,0.574
4504,7.4,4.53,0.109,0.596
4505,7.27,4.42,0.05,0.556
4506,7.27,4.42,0.018,0.357
4507,7.27,4.43,0.003,0.311
4508,7.27,4.43,0,0.343
4509,7.27,4.43,0,0.231
4510,7.27,4.43,0,0.137
4511,6.96,4.16,0,0.137
4512,6.96,4.16,0,0.218
4513,6.95,4.13,0,0.316
4514,6.96,4.14,0,0.359
4515,6.96,4.15,0,0.331
4516,6.96,4.17,0.01,0.259
4517,7.06,4.25,0.045,0.133
4518,7.06,4.26,0.179,0.135
4519,7.06,4.25,0.35,0.161
4520,7.06,4.26,0.499,0.201
4521,7.06,4.26,0.605,0.249
4522,7.06,4.26,0.668,0.289
4523,7.41,4.53,0.661,0.337
4524,7.41,4.53,0.614,0.376
4525,7.41,4.53,0.549,0.41
4526,7.41,4.52,0.437,0.425
4527,7.41,4.52,0.323,0.417
4528,7.41,4.52,0.203,0.41
4529,7.27,4.43,0.112,0.368
4530,7.27,4.43,0.046,0.259
4531,7.27,4.44,0.004,0.228
4532,7.27,4.44,0,0.241
4533,7.27,4.44,0,0.261
4534,7.27,4.44,0,0.255
4535,6.87,4.1,0,0.241
4536,6.87,4.11,0,0.225
4537,6.87,4.09,0,0.196
4538,6.87,4.1,0,0.192
4539,6.88,4.11,0,0.201
4540,6.88,4.13,0.01,0.184
4541,7.07,4.25,0.043,0.097
4542,7.07,4.26,0.177,0.063
4543,7.07,4.25,0.329,0.058
4544,7.07,4.26,0.41,0.072
4545,7.07,4.26,0.558,0.1
4546,7.07,4.26,0.636,0.132
4547,7.45,4.5,0.639,0.16
4548,7.45,4.49,0.643,0.202
4549,7.45,4.5,0.611,0.26
4550,7.45,4.49,0.552,0.32
4551,7.45,4.49,0.404,0.365
4552,7.45,4.49,0.27,0.39
4553,7.31,4.4,0.147,0.388
4554,7.31,4.4,0.047,0.337
4555,7.31,4.41,0.004,0.311
4556,7.31,4.4,0,0.345
4557,7.31,4.41,0,0.364
4558,7.31,4.41,0,0.374
4559,6.94,4.16,0,0.374
4560,6.94,4.17,0,0.378
4561,6.94,4.15,0,0.379
4562,6.94,4.16,0,0.381
4563,6.95,4.17,0,0.388
4564,6.95,4.19,0.009,0.344
4565,7.1,4.28,0.038,0.252
4566,7.1,4.28,0.177,0.388
4567,7.1,4.27,0.355,0.376
4568,7.1,4.28,0.503,0.376
4569,7.1,4.28,0.606,0.394
4570,7.1,4.28,0.674,0.398
4571,7.47,4.52,0.714,0.397
4572,7.47,4.52,0.702,0.41
4573,7.47,4.52,0.676,0.425
4574,7.47,4.51,0.597,0.424
4575,7.47,4.52,0.48,0.435
4576,7.47,4.51,0.326,0.454
4577,7.33,4.45,0.157,0.447
4578,7.33,4.45,0.034,0.371
4579,7.33,4.46,0.004,0.326
4580,7.33,4.46,0,0.295
4581,7.33,4.46,0,0.251
4582,7.33,4.46,0,0.201
4583,6.96,4.2,0,0.163
4584,6.96,4.2,0,0.179
4585,6.95,4.19,0,0.236
4586,6.96,4.21,0,0.3
4587,6.96,4.21,0,0.346
4588,6.96,4.23,0.009,0.343
4589,6.98,4.24,0.047,0.208
4590,6.98,4.24,0.169,0.138
4591,6.98,4.24,0.321,0.123
4592,6.98,4.24,0.467,0.14
4593,6.98,4.24,0.593,0.183
4594,6.98,4.24,0.667,0.217
4595,7.18,4.47,0.695,0.227
4596,7.18,4.47,0.66,0.225
4597,7.18,4.47,0.604,0.223
4598,7.18,4.46,0.52,0.217
4599,7.18,4.47,0.401,0.204
4600,7.18,4.46,0.26,0.194
4601,7.07,4.36,0.129,0.184
4602,7.07,4.36,0.042,0.157
4603,7.07,4.37,0.002,0.157
4604,7.07,4.37,0,0.18
4605,7.07,4.37,0,0.199
4606,7.07,4.37,0,0.228
4607,6.53,3.99,0,0.278
4608,6.53,3.99,0,0.363
4609,6.53,3.98,0,0.366
4610,6.56,4.02,0,0.386
4611,6.57,4.04,0,0.407
4612,6.57,4.04,0.001,0.388
4613,6.79,4.15,0.019,0.266
4614,6.79,4.14,0.05,0.161
4615,6.79,4.15,0.089,0.113
4616,6.79,4.15,0.126,0.096
4617,6.79,4.14,0.185,0.088
4618,6.78,4.12,0.28,0.09
4619,7.24,4.54,0.341,0.088
4620,7.24,4.54,0.423,0.089
4621,7.24,4.54,0.392,0.106
4622,7.24,4.54,0.344,0.133
4623,7.24,4.54,0.295,0.155
4624,7.24,4.54,0.21,0.145
4625,7.16,4.47,0.134,0.111
4626,7.16,4.47,0.044,0.061
4627,7.16,4.47,0.001,0.041
4628,7.16,4.48,0,0.082
4629,7.16,4.48,0,0.152
4630,7.16,4.48,0,0.23
4631,6.67,4.06,0,0.266
4632,6.67,4.06,0,0.27
4633,6.7,4.09,0,0.252
4634,6.7,4.1,0,0.236
4635,6.71,4.11,0,0.255
4636,6.72,4.12,0.003,0.296
4637,6.87,4.21,0.025,0.222
4638,6.86,4.19,0.048,0.175
4639,6.87,4.21,0.078,0.137
4640,6.87,4.22,0.132,0.156
4641,6.86,4.19,0.201,0.246
4642,6.87,4.21,0.257,0.343
4643,7.33,4.6,0.271,0.415
4644,7.33,4.6,0.212,0.463
4645,7.33,4.59,0.173,0.506
4646,7.33,4.59,0.145,0.501
4647,7.33,4.6,0.12,0.449
4648,7.33,4.6,0.093,0.408
4649,7.2,4.5,0.066,0.414
4650,7.2,4.51,0.027,0.501
4651,7.2,4.51,0.001,0.604
4652,7.2,4.51,0,0.635
4653,7.2,4.51,0,0.676
4654,7.2,4.51,0,0.697
4655,6.75,4.14,0,0.686
4656,6.74,4.11,0,0.655
4657,6.75,4.13,0,0.618
4658,6.75,4.13,0,0.591
4659,6.76,4.15,0,0.578
4660,6.77,4.17,0.008,0.535
4661,6.96,4.28,0.051,0.427
4662,6.95,4.26,0.168,0.454
4663,6.95,4.26,0.329,0.479
4664,6.96,4.28,0.473,0.459
4665,6.95,4.26,0.567,0.429
4666,6.95,4.26,0.627,0.413
4667,7.37,4.61,0.641,0.413
4668,7.37,4.61,0.608,0.429
4669,7.37,4.61,0.527,0.444
4670,7.37,4.61,0.424,0.457
4671,7.37,4.61,0.323,0.459
4672,7.37,4.61,0.222,0.455
4673,7.26,4.55,0.116,0.421
4674,7.26,4.55,0.045,0.304
4675,7.26,4.55,0.002,0.302
4676,7.26,4.56,0,0.358
4677,7.26,4.56,0,0.364
4678,7.26,4.55,0,0.362
4679,6.86,4.25,0,0.362
4680,6.86,4.24,0,0.361
4681,6.86,4.23,0,0.36
4682,6.86,4.26,0,0.365
4683,6.86,4.25,0,0.383
4684,6.86,4.24,0.007,0.364
4685,7.01,4.33,0.044,0.213
4686,7.01,4.32,0.168,0.185
4687,7.01,4.34,0.338,0.177
4688,7.01,4.34,0.484,0.16
4689,7.01,4.33,0.59,0.164
4690,7.01,4.32,0.652,0.171
4691,7.35,4.63,0.686,0.172
4692,7.35,4.63,0.683,0.171
4693,7.35,4.63,0.636,0.177
4694,7.35,4.63,0.554,0.188
4695,7.35,4.63,0.438,0.208
4696,7.35,4.63,0.295,0.225
4697,7.23,4.57,0.14,0.237
4698,7.23,4.58,0.042,0.223
4699,7.23,4.57,0.002,0.236
4700,7.23,4.58,0,0.25
4701,7.23,4.57,0,0.243
4702,7.23,4.58,0,0.236
4703,6.8,4.23,0,0.241
4704,6.8,4.22,0,0.254
4705,6.8,4.22,0,0.267
4706,6.8,4.24,0,0.272
4707,6.8,4.22,0,0.264
4708,6.8,4.23,0.007,0.232
4709,6.97,4.33,0.041,0.133
4710,6.97,4.33,0.167,0.061
4711,6.97,4.35,0.337,0.068
4712,6.97,4.34,0.488,0.092
4713,6.97,4.33,0.602,0.126
4714,6.96,4.32,0.673,0.185
4715,7.41,4.66,0.701,0.264
4716,7.41,4.66,0.688,0.349
4717,7.41,4.66,0.641,0.438
4718,7.41,4.66,0.557,0.517
4719,7.41,4.66,0.443,0.568
4720,7.41,4.66,0.288,0.592
4721,7.3,4.62,0.127,0.577
4722,7.3,4.62,0.041,0.452
4723,7.3,4.62,0.002,0.375
4724,7.3,4.62,0,0.345
4725,7.3,4.62,0,0.323
4726,7.3,4.62,0,0.311
4727,6.78,4.2,0,0.272
4728,6.78,4.2,0,0.218
4729,6.78,4.2,0,0.179
4730,6.78,4.19,0,0.161
4731,6.78,4.19,0,0.158
4732,6.78,4.21,0.007,0.16
4733,7.03,4.38,0.041,0.1
4734,7.03,4.39,0.166,0.067
4735,7.03,4.39,0.327,0.093
4736,7.03,4.39,0.481,0.125
4737,7.03,4.39,0.601,0.162
4738,7.03,4.39,0.674,0.182
4739,7.54,4.67,0.701,0.187
4740,7.54,4.67,0.688,0.184
4741,7.54,4.67,0.636,0.176
4742,7.54,4.67,0.534,0.163
4743,7.54,4.67,0.383,0.152
4744,7.54,4.67,0.216,0.131
4745,7.39,4.62,0.099,0.096
4746,7.39,4.62,0.034,0.073
4747,7.39,4.62,0.001,0.069
4748,7.39,4.62,0,0.082
4749,7.39,4.62,0,0.099
4750,7.39,4.62,0,0.09
4751,6.94,4.29,0,0.068
4752,6.94,4.29,0,0.059
4753,6.94,4.28,0,0.07
4754,6.94,4.27,0,0.083
4755,6.94,4.27,0,0.07
4756,6.94,4.29,0.005,0.046
4757,7.09,4.37,0.048,0.023
4758,7.09,4.38,0.159,0.013
4759,7.09,4.37,0.318,0.015
4760,7.09,4.38,0.47,0.02
4761,7.09,4.38,0.578,0.025
4762,7.09,4.39,0.635,0.027
4763,7.55,4.62,0.639,0.03
4764,7.55,4.62,0.626,0.032
4765,7.55,4.62,0.595,0.034
4766,7.55,4.62,0.514,0.039
4767,7.55,4.62,0.405,0.041
4768,7.55,4.62,0.272,0.034
4769,7.35,4.5,0.127,0.017
4770,7.35,4.5,0.041,0.004
4771,7.35,4.5,0.001,0.005
4772,7.35,4.5,0,0.054
4773,7.35,4.5,0,0.147
4774,7.35,4.51,0,0.218
4775,6.93,4.21,0,0.241
4776,6.94,4.23,0,0.237
4777,6.93,4.22,0,0.214
4778,6.94,4.22,0,0.18
4779,6.94,4.22,0,0.155
4780,6.94,4.24,0.006,0.139
4781,7.1,4.33,0.051,0.096
4782,7.1,4.34,0.148,0.034
4783,7.1,4.33,0.298,0.024
4784,7.1,4.34,0.443,0.029
4785,7.1,4.35,0.551,0.033
4786,7.1,4.35,0.62,0.039
4787,7.55,4.61,0.621,0.049
4788,7.55,4.61,0.576,0.065
4789,7.55,4.61,0.472,0.076
4790,7.55,4.61,0.362,0.08
4791,7.55,4.61,0.249,0.079
4792,7.55,4.61,0.196,0.076
4793,7.36,4.5,0.119,0.071
4794,7.36,4.49,0.04,0.062
4795,7.36,4.5,0.001,0.057
4796,7.36,4.49,0,0.055
4797,7.37,4.5,0,0.061
4798,7.37,4.5,0,0.069
4799,6.88,4.19,0,0.076
4800,6.89,4.21,0,0.081
4801,6.92,4.27,0,0.075
4802,6.89,4.18,0,0.063
4803,6.89,4.18,0,0.05
4804,6.89,4.2,0.005,0.037
4805,7.1,4.32,0.048,0.018
4806,7.1,4.33,0.154,0.002
4807,7.1,4.36,0.308,0.004
4808,7.1,4.35,0.452,0.022
4809,7.1,4.33,0.562,0.047
4810,7.1,4.34,0.635,0.07
4811,7.52,4.67,0.676,0.084
4812,7.52,4.67,0.669,0.084
4813,7.52,4.67,0.603,0.071
4814,7.52,4.67,0.465,0.054
4815,7.52,4.67,0.338,0.041
4816,7.52,4.67,0.225,0.035
4817,7.34,4.57,0.12,0.03
4818,7.34,4.58,0.038,0.036
4819,7.34,4.58,0.001,0.105
4820,7.34,4.58,0,0.224
4821,7.35,4.57,0,0.312
4822,7.35,4.58,0,0.328
4823,6.99,4.34,0,0.24
4824,6.99,4.32,0,0.22
4825,6.99,4.32,0,0.22
4826,6.99,4.3,0,0.175
4827,6.99,4.3,0,0.144
4828,6.99,4.31,0.002,0.133
4829,7.09,4.42,0.026,0.151
4830,7.09,4.44,0.12,0.12
4831,7.09,4.43,0.217,0.142
4832,7.09,4.44,0.216,0.198
4833,7.09,4.44,0.227,0.255
4834,7.09,4.45,0.217,0.367
4835,7.49,4.67,0.214,0.528
4836,7.49,4.67,0.171,0.656
4837,7.49,4.67,0.137,0.618
4838,7.49,4.67,0.134,0.416
4839,7.49,4.67,0.172,0.279
4840,7.48,4.67,0.204,0.229
4841,7.36,4.64,0.142,0.223
4842,7.36,4.63,0.045,0.183
4843,7.36,4.64,0.001,0.19
4844,7.36,4.63,0,0.245
4845,7.36,4.63,0,0.294
4846,7.36,4.63,0,0.325
4847,6.89,4.31,0,0.353
4848,6.89,4.32,0,0.364
4849,6.89,4.3,0,0.337
4850,6.88,4.28,0,0.337
4851,6.87,4.28,0,0.32
4852,6.88,4.31,0.003,0.294
4853,7.07,4.45,0.048,0.17
4854,7.07,4.47,0.159,0.105
4855,7.07,4.45,0.316,0.065
4856,7.07,4.46,0.408,0.048
4857,7.07,4.47,0.473,0.057
4858,7.07,4.48,0.582,0.073
4859,7.6,4.69,0.679,0.091
4860,7.6,4.69,0.683,0.125
4861,7.6,4.69,0.627,0.167
4862,7.6,4.69,0.357,0.201
4863,7.6,4.69,0.251,0.229
4864,7.6,4.69,0.245,0.238
4865,7.45,4.66,0.104,0.206
4866,7.45,4.66,0.028,0.157
4867,7.45,4.66,0,0.179
4868,7.45,4.66,0,0.233
4869,7.45,4.66,0,0.284
4870,7.45,4.66,0,0.341
4871,6.96,4.33,0,0.374
4872,6.96,4.34,0,0.4
4873,6.96,4.33,0,0.422
4874,6.95,4.29,0,0.426
4875,6.95,4.3,0,0.424
4876,6.96,4.33,0.004,0.432
4877,7.12,4.46,0.038,0.304
4878,7.12,4.47,0.157,0.241
4879,7.12,4.45,0.323,0.349
4880,7.12,4.46,0.471,0.41
4881,7.12,4.48,0.584,0.438
4882,7.12,4.49,0.656,0.43
4883,7.7,4.69,0.687,0.414
4884,7.7,4.69,0.681,0.407
4885,7.7,4.69,0.639,0.413
4886,7.7,4.69,0.556,0.406
4887,7.7,4.69,0.439,0.389
4888,7.7,4.69,0.296,0.367
4889,7.46,4.64,0.14,0.333
4890,7.46,4.64,0.031,0.244
4891,7.46,4.64,0.001,0.189
4892,7.46,4.64,0,0.15
4893,7.46,4.64,0,0.118
4894,7.46,4.64,0,0.098
4895,7.02,4.34,0,0.095
4896,7.02,4.34,0,0.094
4897,7.02,4.33,0,0.088
4898,7.01,4.31,0,0.071
4899,7.01,4.31,0,0.045
4900,7.02,4.34,0.003,0.022
4901,7.12,4.42,0.033,0.009
4902,7.12,4.43,0.158,0.005
4903,7.12,4.42,0.328,0.017
4904,7.12,4.43,0.479,0.038
4905,7.12,4.44,0.592,0.052
4906,7.12,4.45,0.664,0.056
4907,7.57,4.67,0.697,0.058
4908,7.57,4.67,0.691,0.061
4909,7.56,4.67,0.648,0.066
4910,7.57,4.67,0.567,0.07
4911,7.56,4.67,0.449,0.07
4912,7.56,4.67,0.3,0.057
4913,7.36,4.54,0.14,0.035
4914,7.36,4.54,0.029,0.015
4915,7.36,4.54,0,0.007
4916,7.36,4.54,0,0.027
4917,7.36,4.54,0,0.068
4918,7.36,4.54,0,0.084
4919,7.07,4.36,0,0.064
4920,7.07,4.37,0,0.037
4921,7.07,4.35,0,0.021
4922,7.07,4.32,0,0.032
4923,7.07,4.32,0,0.046
4924,7.07,4.36,0.003,0.051
4925,7.13,4.44,0.033,0.029
4926,7.13,4.45,0.157,0.015
4927,7.13,4.44,0.325,0.049
4928,7.13,4.45,0.472,0.046
4929,7.13,4.46,0.583,0.034
4930,7.13,4.48,0.655,0.025
4931,7.56,4.7,0.688,0.019
4932,7.56,4.7,0.682,0.014
4933,7.56,4.7,0.638,0.012
4934,7.56,4.7,0.558,0.013
4935,7.56,4.7,0.442,0.015
4936,7.56,4.7,0.295,0.014
4937,7.42,4.68,0.137,0.012
4938,7.42,4.68,0.029,0.027
4939,7.42,4.68,0,0.09
4940,7.42,4.68,0,0.189
4941,7.42,4.68,0,0.311
4942,7.42,4.68,0,0.386
4943,7.06,4.43,0,0.374
4944,7.06,4.44,0,0.316
4945,7.06,4.44,0,0.23
4946,7.06,4.41,0,0.14
4947,7.06,4.42,0,0.074
4948,7.06,4.44,0.003,0.036
4949,7.19,4.52,0.036,0.017
4950,7.19,4.53,0.153,0.006
4951,7.19,4.51,0.316,0.003
4952,7.19,4.52,0.458,0.005
4953,7.19,4.54,0.567,0.013
4954,7.19,4.55,0.637,0.013
4955,7.73,4.71,0.67,0.009
4956,7.73,4.71,0.665,0.008
4957,7.73,4.71,0.621,0.011
4958,7.73,4.71,0.542,0.012
4959,7.73,4.71,0.427,0.011
4960,7.73,4.71,0.281,0.008
4961,7.55,4.71,0.132,0.007
4962,7.55,4.71,0.033,0.017
4963,7.55,4.71,0,0.077
4964,7.55,4.71,0,0.139
4965,7.55,4.71,0,0.165
4966,7.55,4.71,0,0.162
4967,7.13,4.47,0,0.139
4968,7.13,4.47,0,0.103
4969,7.13,4.49,0,0.077
4970,7.13,4.41,0,0.074
4971,7.13,4.42,0,0.108
4972,7.13,4.44,0.002,0.141
4973,7.26,4.54,0.047,0.153
4974,7.26,4.56,0.127,0.179
4975,7.26,4.56,0.203,0.183
4976,7.26,4.55,0.254,0.148
4977,7.26,4.55,0.263,0.115
4978,7.26,4.55,0.245,0.112
4979,7.85,4.71,0.232,0.12
4980,7.85,4.71,0.197,0.144
4981,7.85,4.71,0.158,0.205
4982,7.85,4.71,0.147,0.259
4983,7.85,4.71,0.127,0.272
4984,7.85,4.71,0.083,0.256
4985,7.65,4.71,0.05,0.217
4986,7.65,4.71,0.013,0.18
4987,7.65,4.71,0,0.182
4988,7.65,4.71,0,0.187
4989,7.65,4.71,0,0.177
4990,7.65,4.71,0,0.163
4991,7.24,4.55,0,0.156
4992,7.24,4.57,0,0.168
4993,7.24,4.56,0,0.197
4994,7.24,4.56,0,0.246
4995,7.24,4.56,0,0.311
4996,7.24,4.55,0.001,0.315
4997,7.33,4.58,0.042,0.325
4998,7.33,4.59,0.138,0.422
4999,7.33,4.58,0.283,0.484
5000,7.33,4.58,0.405,0.573
5001,7.33,4.59,0.466,0.655
5002,7.33,4.59,0.481,0.7
5003,7.96,4.72,0.526,0.719
5004,7.96,4.72,0.544,0.716
5005,7.96,4.72,0.494,0.701
5006,7.96,4.72,0.408,0.693
5007,7.96,4.72,0.294,0.658
5008,7.96,4.72,0.186,0.573
5009,7.74,4.72,0.099,0.46
5010,7.74,4.72,0.029,0.298
5011,7.74,4.72,0,0.22
5012,7.74,4.72,0,0.167
5013,7.74,4.72,0,0.12
5014,7.74,4.72,0,0.094
5015,7.29,4.47,0,0.072
5016,7.29,4.47,0,0.062
5017,7.29,4.46,0,0.061
5018,7.29,4.44,0,0.067
5019,7.29,4.45,0,0.091
5020,7.29,4.48,0.001,0.113
5021,7.32,4.5,0.039,0.082
5022,7.32,4.51,0.109,0.056
5023,7.32,4.5,0.204,0.078
5024,7.32,4.5,0.349,0.091
5025,7.32,4.52,0.484,0.076
5026,7.32,4.53,0.573,0.059
5027,7.67,4.58,0.608,0.044
5028,7.67,4.58,0.595,0.032
5029,7.67,4.58,0.539,0.034
5030,7.67,4.58,0.46,0.049
5031,7.67,4.58,0.354,0.082
5032,7.67,4.58,0.233,0.128
5033,7.27,4.37,0.117,0.189
5034,7.26,4.37,0.033,0.288
5035,7.27,4.38,0,0.437
5036,7.26,4.36,0,0.498
5037,7.26,4.36,0,0.507
5038,7.27,4.37,0,0.529
5039,6.81,4.21,0,0.547
5040,6.81,4.22,0,0.557
5041,6.8,4.21,0,0.556
5042,6.8,4.19,0,0.544
5043,6.8,4.19,0,0.528
5044,6.81,4.22,0.001,0.51
5045,6.85,4.25,0.042,0.425
5046,6.85,4.26,0.146,0.501
5047,6.85,4.25,0.293,0.516
5048,6.85,4.26,0.424,0.468
5049,6.86,4.27,0.522,0.441
