ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.97,4,3.87,,,3.32,2.324,7,
0.56,0.46,4.48,,,3.32,2.324,7,
0.68,0.65,0.13,,,3.32,2.324,8,
0.13,3.82,4.26,,,3.32,2.324,8,
0.65,2.44,3.68,,,3.24,2.268,9,
0.91,4.24,0.85,,,3.24,2.268,9,
0.38,1.82,1.58,,,3.24,2.268,10,
0.43,1.06,1.08,,,3.24,2.268,9,
0.44,3.7,0.67,,,3.24,2.268,7,
0.31,0.73,3.2,,,3.24,2.268,4,
0.84,4.75,3.55,,,2.95,2.065,3,
0.73,3.98,3.87,,,2.95,2.065,3,
0.88,2.09,0.18,,,2.95,2.065,4,
0.39,2.74,0.05,,,2.95,2.065,4,
0.46,2.92,3.96,,,2.95,2.065,7,
0.54,3.34,2.95,,,2.95,2.065,11,
0.31,3.68,4.86,,,2.98,2.086,13,
0.46,3.78,0.78,,,2.98,2.086,12,
0.61,2.9,0.91,,,2.98,2.086,10,
0.69,4.69,0.56,,,2.98,2.086,10,
0.16,1.72,2.01,,,2.98,2.086,9,
0.57,0.03,4.76,,,2.98,2.086,8,
0.56,0.87,3.66,,,3.18,2.226,8,
0.58,4.27,1.44,,,3.18,2.226,7,
0.96,2.47,3.81,,,3.18,2.226,7,
0.5,4.66,3.26,,,3.18,2.226,7,
0.24,4.43,1.24,,,3.18,2.226,7,
0.36,0.31,1.75,,,3.18,2.226,8,
0.63,0.74,3.91,,,2.99,2.093,8,
0.25,2.82,0.33,,,2.99,2.093,9,
0.13,2.08,1.25,,,2.99,2.093,9,
0.97,1.39,1.52,,,2.99,2.093,9,
0.24,0.02,3.44,,,2.99,2.093,7,
0.22,3.9,2.27,,,2.99,2.093,4,
0.32,1.82,2.4,,,2.83,1.981,4,
0.29,2.37,4.19,,,2.83,1.981,5,
0.49,3.91,4.21,,,2.83,1.981,5,
0.59,1.52,1.56,,,2.83,1.981,6,
0.19,1.22,1.73,,,2.83,1.981,8,
0.67,0.61,3.97,,,2.83,1.981,13,
0.23,4.37,1.36,,,2.78,1.946,16,
0.82,2.66,3.97,,,2.78,1.946,15,
0.41,0.64,4.16,,,2.78,1.946,14,
0.12,3.03,2.92,,,2.78,1.946,13,
0.94,1.96,2.73,,,2.78,1.946,11,
0.96,0.49,4.44,,,2.78,1.946,11,
0.22,4.59,0.05,,,2.99,2.093,10,
0.8,0.12,1.09,,,2.98,2.086,10,
0.95,4.61,1.43,,,2.98,2.086,9,
0.02,2.14,4.42,,,2.99,2.093,9,
0.51,0.48,1.96,,,2.98,2.086,10,
0.68,0.59,0.69,,,2.98,2.086,10,
0.38,2.39,4.45,,,2.87,2.009,11,
0.5,2.74,1.08,,,2.87,2.009,12,
0.37,4.17,4.42,,,2.87,2.009,12,
0.72,3.05,3.16,,,2.87,2.009,11,
0.42,2.52,4.02,,,2.87,2.009,8,
0.95,0.26,3.49,,,2.87,2.009,5,
0.85,1.7,0.69,,,2.68,1.876,6,
0.27,4.77,0.91,,,2.68,1.876,7,
0.17,1.66,4.04,,,2.68,1.876,7,
0.65,0.67,0.93,,,2.68,1.876,8,
0.63,3.61,1.53,,,2.68,1.876,11,
0.42,3.06,1.04,,,2.68,1.876,17,
0.62,4.6,3.47,,,2.7,1.89,21,
0,2.84,2.06,,,2.7,1.89,20,
0.43,4.25,1.94,,,2.7,1.89,18,
0.87,2.16,0.18,,,2.7,1.89,17,
0.15,3.13,2.56,,,2.7,1.89,16,
0.87,4.57,3.16,,,2.7,1.89,14,
0.15,3.29,0.1,,,2.88,2.016,14,
0.18,1.71,2.13,,,2.88,2.016,13,
0.55,4.57,0.49,,,2.88,2.016,13,
0.37,0.54,1.23,,,2.88,2.016,13,
0.89,2.69,4.45,,,2.88,2.016,14,
0.72,0.06,3.7,,,2.88,2.016,14,
0.75,1.43,3.24,,,2.76,1.932,15,
0.78,0.95,3.97,,,2.76,1.932,16,
0.55,4.38,4.73,,,2.76,1.932,16,
0.06,1.28,3.5,,,2.76,1.932,15,
0.5,0.11,4.87,,,2.76,1.932,11,
0.93,1.61,1.78,,,2.76,1.932,7,
0.43,2.95,1.31,,,2.68,1.876,8,
0.72,1.67,1.73,,,2.68,1.876,8,
0.44,1.37,2.86,,,2.68,1.876,8,
0.18,1.25,0.54,,,2.68,1.876,10,
0.29,1.97,0.22,,,2.68,1.876,13,
0.69,1.11,4.16,,,2.68,1.876,19,
0.67,1.62,3.53,,,2.71,1.897,24,
0.9,0.92,0.07,,,2.71,1.897,24,
0.68,1.27,4.36,,,2.71,1.897,22,
0.35,1.23,2.68,,,2.71,1.897,20,
0.09,2.3,4.51,,,2.71,1.897,18,
0.4,0.29,3.72,,,2.71,1.897,17,
0.66,3.98,0.28,,,2.81,1.967,16,
0.35,4.33,1.16,,,2.81,1.967,16,
0.27,4.47,1.05,,,2.81,1.967,15,
0.78,2.02,4.7,,,2.81,1.967,15,
0.22,2.37,1.78,,,2.81,1.967,16,
0.48,3.15,3.03,,,2.81,1.967,17,
0.71,0.22,4.68,,,2.8,1.96,18,
0.77,0.46,4.42,,,2.8,1.96,19,
0.44,3.65,0.76,,,2.8,1.96,19,
0.76,4.73,1.58,,,2.8,1.96,17,
0.04,0.68,2.95,,,2.8,1.96,13,
0.24,1.95,1.05,,,2.8,1.96,9,
0.41,1.62,1.36,,,2.74,1.918,7,
0.12,4.87,0.85,,,2.74,1.918,7,
0.11,0.8,2.28,,,2.74,1.918,7,
0.9,1.83,1.15,,,2.74,1.918,8,
0.3,0.84,0.55,,,2.74,1.918,11,
0.78,4.97,0.85,,,2.74,1.918,17,
0.24,4.51,0.57,,,2.79,1.953,22,
0.37,2.74,4.57,,,2.79,1.953,21,
0.11,2.29,4.49,,,2.79,1.953,19,
0.38,0.57,0.12,,,2.79,1.953,18,
0.86,1.71,0.8,,,2.79,1.953,16,
0.03,1.01,3.26,,,2.79,1.953,15,
0.39,0.38,4.24,,,2.98,2.086,14,
0.5,2.57,4.98,,,2.98,2.086,14,
0.75,2.5,4.13,,,2.98,2.086,14,
0.7,1.79,2.23,,,2.98,2.086,14,
0.42,3.79,4.77,,,2.98,2.086,14,
0.34,1.26,0.52,,,2.98,2.086,15,
0.16,2.2,3.63,,,2.93,2.051,16,
0.94,4.97,1.3,,,2.93,2.051,17,
0.9,2.39,4.06,,,2.93,2.051,16,
0.27,0.4,3.55,,,2.93,2.051,15,
0.12,2.36,2.58,,,2.93,2.051,11,
0.66,1.31,3.47,,,2.93,2.051,8,
0.09,0.33,1.69,,,2.83,1.981,4,
0.12,0.5,2.52,,,2.83,1.981,5,
0.5,1.35,0.62,,,2.83,1.981,5,
0.71,0.59,2.49,,,2.83,1.981,6,
0.31,2.74,3.57,,,2.83,1.981,8,
0.08,0.9,4.35,,,2.83,1.981,13,
0.84,4.15,0.89,,,2.9,2.03,16,
0.17,2.88,1.46,,,2.9,2.03,16,
0.57,1.48,4.96,,,2.9,2.03,14,
0.18,2.4,4.21,,,2.9,2.03,13,
0.3,2.21,0.59,,,2.9,2.03,12,
0.49,0.17,1,,,2.9,2.03,11,
0.52,1.59,4.54,,,3.21,2.247,10,
0.2,3.38,0.37,,,3.21,2.247,10,
0.11,4.64,1.85,,,3.21,2.247,9,
0.21,3.8,3.46,,,3.21,2.247,9,
0.22,4.83,3.89,,,3.21,2.247,10,
0.77,2.68,4.27,,,3.21,2.247,10,
0.43,1.26,0.47,,,3.14,2.198,11,
0.88,1.6,4.75,,,3.14,2.198,12,
0.87,2.2,4.98,,,3.14,2.198,12,
0.17,3.56,2.05,,,3.14,2.198,11,
0.97,2.99,4.59,,,3.14,2.198,8,
0.87,4.66,1.3,,,3.14,2.198,5,
0.68,2.25,0.37,,,2.93,2.051,3,
0.54,2.91,4.97,,,2.93,2.051,3,
0.52,4.65,3,,,2.93,2.051,3,
0.03,1.22,2.31,,,2.93,2.051,4,
0.57,1.26,3.83,,,2.92,2.044,6,
0.73,2.89,2.29,,,2.92,2.044,10,
0.48,1.81,3.59,,,2.98,2.086,13,
0.75,4.06,2.37,,,2.98,2.086,12,
0.79,0.54,3.61,,,2.98,2.086,11,
0.23,2.29,2.3,,,2.98,2.086,10,
0.61,4.89,2.88,,,2.98,2.086,9,
0.84,1.5,0.28,,,2.98,2.086,9,
0.64,0.27,2.78,,,3.34,2.338,8,
0.58,4.06,3.02,,,3.34,2.338,7,
0.51,0.93,3.47,,,3.34,2.338,7,
0.91,1.57,3.04,,,3.34,2.338,7,
0,3.78,0.35,,,3.34,2.338,7,
0.63,1.15,3.03,,,3.34,2.338,8,
0.92,4.21,0.96,,,3.15,2.205,8,
0.92,2.18,0.11,,,3.15,2.205,9,
0.36,4.17,4.86,,,3.15,2.205,9,
0.68,1.41,2.61,,,3.15,2.205,8,
0.38,3.78,4.55,,,3.15,2.205,6,
0.09,2.07,4.32,,,3.15,2.205,4,
0.22,1.11,0.01,,,2.99,2.093,2,
0.1,3.59,2.83,,,2.99,2.093,3,
0.14,2.1,0.94,,,2.99,2.093,3,
0.06,0.36,0.83,,,2.99,2.093,3,
0.08,1.64,2.7,,,2.99,2.093,5,
0.93,0.55,3.96,,,2.99,2.093,9,
0.65,0.83,0.33,,,3.05,2.135,11,
0.81,1.43,1.89,,,3.05,2.135,10,
0.62,0.45,3.37,,,3.05,2.135,8,
0.27,1.01,1.37,,,3.05,2.135,8,
0.19,4.65,0.22,,,3.05,2.135,7,
0.51,0.61,4.78,,,3.05,2.135,7,
0.93,2.11,0.2,,,3.43,2.401,7,
0.04,0.51,1.05,,,3.43,2.401,6,
0.9,0.34,0.16,,,3.43,2.401,6,
0.04,1.23,4.75,,,3.43,2.401,6,
0.54,1.6,0.4,,,3.43,2.401,6,
0.86,0.51,0.64,,,3.43,2.401,7,
0.92,0.92,3.24,,,3.28,2.296,7,
0.07,0.75,2.38,,,3.28,2.296,7,
0.66,0.59,3.88,,,3.28,2.296,7,
0.62,1.15,1.82,,,3.28,2.296,7,
0.48,4,1.67,,,3.28,2.296,5,
0.14,0.89,1.39,,,3.28,2.296,3,
0.93,2.14,0.59,,,2.92,2.044,2,
0.79,4.21,0.36,,,2.92,2.044,3,
0.39,3.21,3.46,,,2.92,2.044,2,
0.97,3.05,1.24,,,2.92,2.044,3,
0.55,3.4,0.53,,,2.92,2.044,4,
0.83,2.73,0.44,,,2.92,2.044,8,
0.33,0.26,2.28,,,3,2.1,11,
0.14,2.94,3.53,,,3,2.1,10,
0.44,4.33,1.21,,,3,2.1,8,
0.97,0.55,3.07,,,3,2.1,8,
0.53,1.34,4.74,,,3,2.1,7,
0.35,4.18,1.91,,,3,2.1,7,
0.69,1.13,2.43,,,3.47,2.429,7,
0.56,4.48,3.63,,,3.47,2.429,6,
0.85,0.94,2.36,,,3.47,2.429,6,
0.56,4.55,3.61,,,3.47,2.429,5,
0.01,1.54,1.4,,,3.47,2.429,6,
0.5,0.24,4.24,,,3.47,2.429,6,
0.75,3.47,2.24,,,3.28,2.296,6,
0.33,0.16,2.63,,,3.28,2.296,7,
0.67,2.07,3.83,,,3.28,2.296,7,
0.15,0.6,1.67,,,3.28,2.296,6,
0.45,4.46,2.53,,,3.28,2.296,5,
0.78,1.18,3.33,,,3.28,2.296,3,
0.97,0.64,4.66,,,2.94,2.058,2,
0.46,4.39,3.05,,,2.94,2.058,2,
0.54,0.76,4.6,,,2.94,2.058,2,
0.11,2.47,3.67,,,2.94,2.058,3,
0.75,2.68,4.53,,,2.94,2.058,4,
0.17,3.55,1.94,,,2.94,2.058,8,
0.82,0.34,3.88,,,3.04,2.128,10,
0.05,1.51,3.59,,,3.04,2.128,10,
0.19,2.01,3.2,,,3.04,2.128,8,
0.56,3.83,1,,,3.04,2.128,8,
0.71,0.8,2.57,,,3.04,2.128,7,
0.92,0.37,4.01,,,3.04,2.128,7,
0.91,1.65,1.24,,,3.51,2.457,7,
0.69,0.98,1.55,,,3.51,2.457,6,
0.92,3.38,1.02,,,3.51,2.457,6,
0.56,2.77,0.56,,,3.51,2.457,5,
0.71,1.41,0.4,,,3.51,2.457,5,
0.42,1.59,2.04,,,3.51,2.457,6,
0.86,4.91,3.97,,,3.28,2.296,6,
0.35,0.95,1.71,,,3.28,2.296,6,
0.41,2.04,0.28,,,3.28,2.296,7,
0.79,1.2,0.43,,,3.28,2.296,6,
0.48,2.47,0.96,,,3.28,2.296,5,
0.57,3.35,2.4,,,3.28,2.296,3,
0.96,0.41,4.32,,,2.98,2.086,2,
0.27,4.84,3.77,,,2.98,2.086,2,
0.03,3.51,3.74,,,2.98,2.086,2,
0.34,1.74,0.62,,,2.98,2.086,3,
0.26,4.11,2.63,,,2.98,2.086,4,
0.82,4.55,2.47,,,2.98,2.086,8,
0.15,4.33,2.17,,,3.05,2.135,10,
0.46,1,3.71,,,3.05,2.135,10,
0.98,0.79,0.25,,,3.05,2.135,8,
0.28,2.24,3.69,,,3.05,2.135,8,
0.1,2.23,1.73,,,3.05,2.135,7,
0.54,2.8,1.02,,,3.05,2.135,7,
0.18,3.11,1.69,,,3.49,2.443,6,
0.1,2.95,2.38,,,3.49,2.443,6,
0.86,4.73,4.69,,,3.49,2.443,5,
0.12,1.66,2.44,,,3.49,2.443,5,
0.04,3.15,0.01,,,3.49,2.443,5,
0.88,3.53,3.36,,,3.49,2.443,6,
0.06,2.65,0.65,,,3.27,2.289,6,
0.84,4.1,4.64,,,3.27,2.289,6,
0.56,2.65,4,,,3.27,2.289,7,
0.27,4.08,3.6,,,3.27,2.289,6,
0.22,1.24,2.4,,,3.27,2.289,4,
0.73,3.42,0.59,,,3.27,2.289,3,
0.65,1.52,2.44,,,2.96,2.072,2,
0.8,0.89,3.77,,,2.96,2.072,2,
0.33,4.12,2.65,,,2.96,2.072,2,
0.29,1.99,3.98,,,2.96,2.072,3,
0.68,1.77,2.44,,,2.96,2.072,4,
0.78,0.89,1.4,,,2.96,2.072,8,
0.04,2.8,0.46,,,3.05,2.135,10,
0.54,3.75,2.02,,,3.05,2.135,10,
0.27,0.55,2.25,,,3.05,2.135,8,
0.62,2.23,2.16,,,3.05,2.135,8,
0.75,0.64,2.08,,,3.05,2.135,7,
0.57,1.47,4.12,,,3.05,2.135,7,
0.44,4.48,0.05,,,3.43,2.401,7,
0.62,0.28,0.02,,,3.43,2.401,6,
0.76,0.46,0.41,,,3.43,2.401,5,
0.69,4.3,1.78,,,3.43,2.401,5,
0.47,4.76,2.52,,,3.43,2.401,5,
0.12,4.82,0.81,,,3.43,2.401,6,
0.29,2.56,0.54,,,3.22,2.254,6,
0.88,4.29,4.07,,,3.22,2.254,6,
0.15,3.53,3.7,,,3.22,2.254,7,
0.74,2.06,2.01,,,3.22,2.254,6,
0.13,2.02,0.3,,,3.22,2.254,5,
0.14,3.03,1.38,,,3.22,2.254,3,
0.25,1.1,2.31,,,2.97,2.079,2,
0.23,2.38,3.71,,,2.97,2.079,2,
0.12,3.2,3.33,,,2.97,2.079,2,
0.59,4.54,0.72,,,2.97,2.079,3,
0.08,3.2,3.79,,,2.97,2.079,4,
0.6,1.6,1.86,,,2.97,2.079,8,
0.18,0.73,0.72,,,3.04,2.128,10,
0.23,4.21,4.65,,,3.04,2.128,10,
0.74,4.72,2.95,,,3.04,2.128,8,
0.93,3.14,2.65,,,3.04,2.128,8,
0.28,0.22,0.12,,,3.04,2.128,7,
0.84,3.26,1.15,,,3.04,2.128,7,
0.22,4.29,0.5,,,3.48,2.436,7,
0.96,3.99,4.77,,,3.48,2.436,6,
0.86,2.45,3.33,,,3.48,2.436,5,
0.58,4.09,4.57,,,3.48,2.436,5,
0.66,2.27,1.43,,,3.48,2.436,5,
0.31,0.21,0.2,,,3.48,2.436,6,
0.69,3.25,0.72,,,3.23,2.261,6,
0.29,0.87,1.44,,,3.23,2.261,6,
0.84,2.57,2.8,,,3.23,2.261,7,
0.75,1.01,4.63,,,3.23,2.261,6,
0.98,3.15,2.25,,,3.23,2.261,5,
0.32,1.47,4.26,,,3.23,2.261,3,
0.14,3.03,4.01,,,3,2.1,2,
0.38,1.35,4.8,,,3,2.1,2,
0.75,2.37,4.88,,,3,2.1,2,
0.01,3.17,2.5,,,3,2.1,3,
0.57,4.78,3.61,,,3,2.1,4,
0.1,1.01,0.14,,,3,2.1,8,
0.9,3.38,3.62,,,3.05,2.135,10,
0.55,1.1,4.39,,,3.05,2.135,10,
0.48,0.1,0.47,,,3.05,2.135,8,
0.93,1.18,0.77,,,3.05,2.135,8,
0.62,0.08,3.41,,,3.05,2.135,7,
0.63,1.21,4.54,,,3.05,2.135,7,
0.09,2.35,4.16,,,3.27,2.289,7,
0.34,4.91,2.45,,,3.27,2.289,6,
0.72,0.93,0.92,,,3.27,2.289,6,
0.12,4.37,0.94,,,3.27,2.289,5,
0.82,1.86,3.25,,,3.27,2.289,6,
0.38,0.98,4.06,,,3.27,2.289,6,
0.52,3.58,4.67,,,3.12,2.184,6,
0.3,0.36,3.81,,,3.12,2.184,7,
0.85,4.05,1.41,,,3.12,2.184,7,
0.97,0.4,1.02,,,3.12,2.184,6,
0.29,2.42,4.19,,,3.12,2.184,5,
0.19,0.85,2.37,,,3.12,2.184,3,
0.83,4.17,2.47,,,2.92,2.044,2,
0.34,3.88,1.12,,,2.92,2.044,2,
0.91,3.41,3.1,,,2.92,2.044,3,
0.88,1.17,2.99,,,2.92,2.044,3,
0.89,3.98,1.49,,,2.92,2.044,5,
0.6,1.12,3.02,,,2.92,2.044,9,
0.1,0.63,1.92,,,3.01,2.107,10,
0.76,4.47,3.14,,,3.01,2.107,10,
0.83,3.88,0.04,,,3.01,2.107,8,
0.28,2.43,4.35,,,3.01,2.107,8,
0.95,0.84,0.92,,,3.01,2.107,7,
0.7,1.27,2.73,,,3.01,2.107,7,
0.64,0.4,4.95,,,3.41,2.387,6,
0.78,0.68,0.39,,,3.41,2.387,6,
0.84,1.38,0.28,,,3.41,2.387,5,
0.85,3.94,3.68,,,3.41,2.387,5,
0.19,1.75,4.8,,,3.41,2.387,5,
0.34,2.84,0.78,,,3.41,2.387,6,
0.57,3.79,3.07,,,3.3,2.31,6,
0.88,2.46,4.28,,,3.3,2.31,6,
0.62,2.22,3.12,,,3.3,2.31,7,
0.68,3.06,4.79,,,3.3,2.31,6,
0.91,1.74,2.37,,,3.3,2.31,5,
0.8,2.7,2.99,,,3.3,2.31,3,
0.5,1.73,2.58,,,2.96,2.072,2,
0.76,0.5,2.3,,,2.96,2.072,2,
0.46,3.15,3.49,,,2.96,2.072,2,
0.32,2.33,2.72,,,2.96,2.072,3,
0.97,3.16,1.16,,,2.96,2.072,4,
0.62,0.5,4.47,,,2.96,2.072,8,
0.21,1.81,3.08,,,3.07,2.149,10,
0.84,3.09,3.06,,,3.07,2.149,10,
0.12,2.24,0.37,,,3.07,2.149,8,
0.69,0.81,3.06,,,3.07,2.149,8,
0.34,3.81,3.71,,,3.07,2.149,7,
0.47,2.27,2.33,,,3.07,2.149,7,
0.07,1.29,4.54,,,3.48,2.436,7,
0.86,0.43,3.03,,,3.48,2.436,6,
0.71,0.37,0.17,,,3.48,2.436,6,
0.3,4.34,3.58,,,3.48,2.436,5,
0.89,2.02,1.16,,,3.48,2.436,6,
0.78,4.05,0.16,,,3.48,2.436,6,
0.27,3.18,3.04,,,3.16,2.212,6,
0.48,0.62,0.13,,,3.16,2.212,7,
0.64,3.69,2.31,,,3.16,2.212,7,
0.37,4.02,3.48,,,3.16,2.212,6,
0.09,1.75,1.76,,,3.16,2.212,5,
0.29,1.77,3.62,,,3.16,2.212,3,
0.47,2.8,0.12,,,2.99,2.093,2,
0.27,4.69,2.77,,,2.99,2.093,3,
0.38,2.54,4.27,,,2.99,2.093,3,
0.49,0.2,4.99,,,2.99,2.093,3,
0.21,2.77,4.36,,,2.99,2.093,5,
0.62,2.79,4.13,,,2.99,2.093,9,
0.9,1.24,3.09,,,2.95,2.065,11,
0.36,1.9,3.86,,,2.95,2.065,11,
0.67,4.27,2.7,,,2.95,2.065,9,
0.7,3.73,0.11,,,2.95,2.065,9,
0.18,4.54,1.56,,,2.95,2.065,8,
0.28,3.98,1.23,,,2.95,2.065,7,
0.17,0.38,3.56,,,3.19,2.233,7,
0.98,3.27,0.33,,,3.19,2.233,6,
0.44,4.82,4.71,,,3.19,2.233,6,
0.46,3.66,3.25,,,3.19,2.233,6,
0.3,3.38,0.2,,,3.19,2.233,6,
0.17,1.28,3.66,,,3.19,2.233,6,
0.31,4.49,2.45,,,3.12,2.184,7,
0.32,3.95,2.48,,,3.12,2.184,7,
0.7,3.28,0.61,,,3.12,2.184,7,
0.44,3.62,1.8,,,3.12,2.184,7,
0.03,4.68,0.96,,,3.12,2.184,5,
0.78,3.2,3.89,,,3.12,2.184,3,
0.04,4.23,3.76,,,2.84,1.988,2,
0.91,0.09,3.17,,,2.84,1.988,3,
0.55,3.71,3.03,,,2.84,1.988,3,
0.83,0.01,4.14,,,2.84,1.988,3,
0.06,2.38,2.45,,,2.84,1.988,5,
0.6,4.56,2.19,,,2.84,1.988,9,
0.19,3.43,4.35,,,2.92,2.044,11,
0.99,0,0.74,,,2.92,2.044,11,
0.84,4.41,4.16,,,2.92,2.044,9,
0.93,3.77,1.75,,,2.92,2.044,9,
0.12,0.01,1.75,,,2.92,2.044,8,
0.68,2.85,4.81,,,2.92,2.044,7,
0.99,4.98,1.03,,,3.39,2.373,7,
0.45,0.6,3.15,,,3.39,2.373,6,
0.41,2.1,4.23,,,3.39,2.373,6,
0.02,4.8,4.17,,,3.39,2.373,6,
0.37,4.82,2.05,,,3.39,2.373,6,
0.67,2.42,0.65,,,3.39,2.373,6,
0.92,3.5,3.11,,,3.23,2.261,7,
0.67,2.96,1.15,,,3.23,2.261,7,
0.2,3.27,4.92,,,3.23,2.261,7,
0.61,0.59,4.56,,,3.23,2.261,7,
0.15,1.57,1.73,,,3.23,2.261,5,
0.29,1.24,3.53,,,3.23,2.261,3,
0.32,2.66,0.09,,,2.93,2.051,2,
0.24,1.82,0.04,,,2.93,2.051,2,
0.32,1.35,2.55,,,2.93,2.051,2,
0.56,4.7,3.15,,,2.93,2.051,3,
0.98,3.67,1.52,,,2.93,2.051,4,
0.33,2.6,3.97,,,2.93,2.051,8,
0.87,1.57,3.68,,,3,2.1,11,
0.88,4,2.08,,,3,2.1,10,
0.6,3.38,4.66,,,3,2.1,8,
0.42,4.82,4.38,,,3,2.1,8,
0.26,0.6,0.7,,,3,2.1,7,
0.71,4.85,2.28,,,3,2.1,7,
0.88,4.09,0.41,,,3.49,2.443,7,
0.32,4.46,2.41,,,3.49,2.443,6,
0.5,4.77,4.05,,,3.49,2.443,6,
0.66,4.04,3.6,,,3.49,2.443,5,
0.37,2.51,2.22,,,3.49,2.443,6,
0.41,1.59,4.02,,,3.49,2.443,6,
0.57,0.07,1.33,,,3.3,2.31,6,
0.62,0.59,3.99,,,3.3,2.31,7,
0.77,4.76,3.74,,,3.3,2.31,7,
0.77,0.16,2.68,,,3.3,2.31,6,
0.53,3.04,4.52,,,3.3,2.31,5,
0.3,0.21,4.85,,,3.3,2.31,3,
0.86,2.46,4.34,,,3,2.1,3,
0.25,1.9,1.71,,,3,2.1,3,
0.25,4.77,4.69,,,3,2.1,3,
0.58,0.42,3.46,,,3,2.1,3,
0.52,3.27,3.91,,,3,2.1,5,
0.5,0.24,4.41,,,3,2.1,9,
0.36,1.17,4.8,,,3,2.1,11,
0.43,3.12,1.04,,,3,2.1,11,
0.34,4.63,3.81,,,3,2.1,9,
0.95,0.96,2.35,,,3,2.1,9,
0.9,3.47,2.11,,,3,2.1,8,
0.46,1.86,3.78,,,3,2.1,8,
0.16,4.22,2.39,,,3.22,2.254,7,
0.63,4.11,0.85,,,3.22,2.254,6,
0.71,4.46,1.32,,,3.22,2.254,6,
0.31,3.31,2.14,,,3.22,2.254,6,
0.44,1.24,2.08,,,3.22,2.254,6,
0.7,3.34,4.55,,,3.22,2.254,7,
0.95,2.48,2.49,,,3,2.1,7,
0.4,2.09,4.47,,,3,2.1,8,
0.13,0.67,3.46,,,3,2.1,8,
0.48,2.41,0.31,,,3,2.1,7,
0.35,0.66,0.27,,,3,2.1,5,
0.91,1.16,3.9,,,3,2.1,3,
0.69,3.99,3.42,,,2.82,1.974,3,
0.43,4.71,0.13,,,2.82,1.974,3,
0.02,0.18,1.84,,,2.82,1.974,4,
0.44,1.4,3.87,,,2.82,1.974,4,
0.1,0.28,4.64,,,2.82,1.974,6,
0.75,4.82,2.21,,,2.82,1.974,11,
0.08,0.61,4.61,,,2.84,1.988,13,
0.38,0.41,1.33,,,2.84,1.988,13,
0.02,4.22,0.86,,,2.84,1.988,11,
0.22,0.03,1.35,,,2.84,1.988,11,
0.25,0.22,1.86,,,2.84,1.988,10,
0.95,4.9,1.76,,,2.84,1.988,9,
0.42,3.75,3.32,,,3.04,2.128,9,
0.84,2.71,4.36,,,3.04,2.128,8,
0.77,4.58,2.61,,,3.04,2.128,7,
0.28,3.85,1.89,,,3.04,2.128,7,
0.23,1.94,2.44,,,3.04,2.128,8,
0.29,3.34,2.82,,,3.04,2.128,8,
0.64,4.29,1.09,,,2.95,2.065,9,
0.83,3.59,4.64,,,2.95,2.065,9,
0.52,4.84,2.99,,,2.95,2.065,9,
0.87,2.44,0.38,,,2.95,2.065,9,
0.3,3.98,1.11,,,2.95,2.065,7,
0.59,2.13,1.51,,,2.95,2.065,4,
0.92,2.1,1.45,,,2.7,1.89,3,
0.6,0.88,3.86,,,2.7,1.89,4,
0.44,1.75,2.57,,,2.7,1.89,4,
0.82,4.42,3.04,,,2.7,1.89,5,
0.02,2.7,3.2,,,2.7,1.89,7,
0.08,1.8,0.21,,,2.7,1.89,12,
0.48,1.11,2.22,,,2.78,1.946,13,
0.51,2.68,1.84,,,2.78,1.946,13,
0.31,0.32,2.31,,,2.78,1.946,11,
0.57,3.91,0.29,,,2.78,1.946,10,
0.6,0.15,2.03,,,2.78,1.946,9,
0.86,1.57,2.5,,,2.78,1.946,9,
0.49,1.17,2.18,,,3.29,2.303,8,
0.5,3.37,1.38,,,3.29,2.303,8,
0.95,1.41,0.72,,,3.29,2.303,8,
0.64,1.34,4.1,,,3.29,2.303,7,
0.27,4.99,3.6,,,3.29,2.303,8,
0.01,4.45,0.98,,,3.29,2.303,8,
0.04,3.33,1.17,,,3.15,2.205,9,
0.76,2.38,2.8,,,3.15,2.205,9,
0.1,3.39,4.33,,,3.15,2.205,10,
0.09,4.24,4.7,,,3.15,2.205,9,
0.09,1.78,4.93,,,3.15,2.205,7,
0.08,1.57,1.45,,,3.15,2.205,4,
0.9,1.25,3.32,,,2.82,1.974,3,
0.55,2.63,4.78,,,2.82,1.974,3,
0.56,0.65,2.81,,,2.82,1.974,3,
0.53,4.33,2.66,,,2.82,1.974,4,
0.39,3.62,3.27,,,2.82,1.974,6,
0.29,0.7,1.62,,,2.82,1.974,10,
0.76,0.14,4.64,,,2.91,2.037,13,
0.06,3.08,4.03,,,2.91,2.037,12,
0.64,2.2,1.74,,,2.91,2.037,10,
0.99,2.4,2.06,,,2.91,2.037,10,
0.67,4.62,0.76,,,2.91,2.037,9,
0.49,1.82,3.07,,,2.91,2.037,8,
0.47,2.74,4.57,,,3.43,2.401,8,
0.39,3.52,4.15,,,3.43,2.401,7,
0.03,0.56,0.19,,,3.43,2.401,7,
0.52,1.67,2.48,,,3.43,2.401,7,
0.54,1.4,4.22,,,3.43,2.401,7,
0.72,4.59,3.1,,,3.43,2.401,8,
0.23,2.24,0.47,,,3.23,2.261,8,
0.73,3.12,2.48,,,3.23,2.261,9,
0.42,3.44,2.88,,,3.23,2.261,9,
0.33,4,3.13,,,3.23,2.261,8,
